index,name,address,reason
35,Ośrodek Pomocy Społecznej w Lubieniu Kujawskim,"ul. 1 Maja 44, 87-840 Lubień Kujawski",Service not available
41,Gminny Ośrodek Pomocy Społecznej we Włocławku,"ul. Królewiecka 7, 87-800 Włocławek",Service not available
49,Gminny Ośrodek Pomocy Społecznej w Nowej Wsi Wielkiej,"ul. Ogrodowa 2A, 86-060 Nowa Wieś Wielka",Service not available
51,Ośrodek Pomocy Społecznej w Świeciu,"ul. Gen. Józefa Hallera 11, 86-100 Świecie",Service not available
52,Gminny Ośrodek Pomocy Społecznej w Chełmży,"ul. Paderewskiego 11, 87-140 Chełmża",Service not available
53,Gminny Ośrodek Pomocy Społecznej w Gąsawie,"ul. Żnińska 19, 88-410 Gąsawa",Service not available
56,Gminny Ośrodek Pomocy Społecznej w Lipnie,"ul. Mickiewicza 29, 87-600 Lipno","value too long for type character varying(100)
"
57,Gminny Ośrodek Pomocy Społecznej w Książkach,"ul. Bankowa 4, 87-222 Książki",Service not available
63,Gminny Ośrodek Pomocy Społecznej w Dąbrowie Chełmińskiej,"Wałdowo Królewskie, ul. Długa 32,
 86-070 Dąbrowa Chełmińska",Geocoding failed
67,Gminny Ośrodek Pomocy Społecznej w Śliwicach,"ul. ks. dra. St. Sychowskiego 28,                           89 - 530 Śliwice",Geocoding failed
73,Miejsko-Gminny Ośrodek Pomocy Społecznej w Skępem,"ul. Dworcowa 9, 87-630 Skępe",Service not available
81,Gminny Ośrodek Pomocy Społecznej w Bukowcu,"ul. Dr Ceynowy 14, pok. nr 8 i 10
 86-122 Bukowiec",Service not available
82,"Gminny Ośrodek Pomocy Społecznej
 w Brzoziu","Brzozie 50, 87-313, Brzozie",Service not available
87,Gminny Ośrodek Pomocy Społecznej w Kikole,"Plac Kościuszki 7A, 87-620 Kikół",Service not available
91,Gminny Ośrodek Pomocy Społecznej w Dragaczu,86-134 Dragacz 7A,Geocoding failed
96,Urząd Gminy Raciążek,"ul. Wysoka 4, 87-721 Raciążek",Service not available
97,Gminny Ośrodek Pomocy Społecznej w Bartniczce,"ul. Brodnicka 8, 87-321 Bartniczka","value too long for type character varying(100)
"
99,Gminny Ośrodek Pomocy Społecznej w Rojewie,"Rojewo 8, 88-111 Rojewo",Service not available
101,Gminny Ośrodek Pomocy Społecznej w Kowalu,"ul. Piwna 33, 87-820 Kowal",Service not available
102,Centrum Usług Społecznych w Chełmnie,"ul. Gen. J. Hallera 11, 86-200 Chełmno",Geocoding failed
103,Miejsko-Gminny Ośrodek Pomocy Społecznej w Janowcu Wielkopolskim,"ul. Strzelecka 8, 88-430 Janowiec Wielkopolski",Service not available
107,Gminny Ośrodek Pomocy Społecznej w Świeciu nad Osą,86-341 Świecie nad Osą 2,Geocoding failed
108,Miejsko-Gminny Ośrodek Pomocy Społecznej w Kruszwicy,"ul. Rybacka 20, 88-150 Kruszwica",Service not available
111,Centrum Usług Społęcznych w Golubiu-Dobrzyniu,"Pl.1000-lecia 22A, (II piętro)
87-400 Golub-Dobrzyń",Service not available
120,Miejski Ośrodek Pomocy Społecznej w Chełmży,"ul. gen. J. Hallera 19,87 – 140 Chełmża",Geocoding failed
125,Starostwo Powiatowe w Lipnie,"ul. Sierakowskiego 10B, 87-600 Lipno",Service not available
128,Starostwo Powiatowe w Grudziądzu,"ul. Małomłyńska 1, 86-300 Grudziądz",Service not available
129,Powiatowe Centrum Pomocy Rodzinie w Inowrocławiu (Ośrodek Interwencji Kryzysowej),"ul. Mątewska 17, 88-100 Inowrocław",Service not available
131,Starostwo Powiatowe w Sępólnie Krajeńskim,"ul. T. Kościuszki 11, 89-400 Sępólno Krajeńskie",Geocoding failed
135,Urząd Miejski w Izbicy Kujawskiej,"ul. Marszałka Piłsudskiego 32, 87-865 Izbica Kujawska",Service not available
141,Powiatowe Centrum Pomocy Rodzinie w Golubiu-Dobrzyniu,"ul. J. G. Koppa 1, 87–400 Golub–Dobrzyń",Geocoding failed
143,Toruńskie Centrum Usług Społecznych,"ul. Marii Konopnickiej 13, 87-100 Toruń",Service not available
154,Gminny Ośrodek Pomocy Społecznej w Dębowej Łące,87-207 Dębowa Łąka 38,Service timed out
156,Gminny Ośrodek Pomocy Społecznej w Złotnikach Kujawskich,"ul. Powstańców Wielkopolskich 6,                           88-180 Złotniki Kujawskie",Service not available
157,Urząd Gminy w Łubiance,"ul. Aleja Jana Pawła II nr 8 i ul. Toruńska 97
87-152 Łubianka",Geocoding failed
162,Urząd Miejski w Strzelnie,"ul. dr Jakuba Cieślewicza 2, 88-320 Strzelno",Service not available
164,Gminny Ośrodek Pomocy Społecznej w Rogowie k. Rypina,"Rogowo 51, 87-515 Rogowo",Service not available
165,Urząd Miejski w Sępólnie Krajeńskim,"ul. Tadeusza Kościuszki 11, 89-400 Sępólno Krajeńskie",Service timed out
166,Gminny Ośrodek Pomocy Społecznej w Wąpielsku,87-337 Wąpielsk 59D,Service not available
169,Miejski Ośrodek Pomocy Rodzinie w Grudziądzu,"ul. Waryńskiego 34A, 86-300 Grudziądz",Service timed out
174,Kujawsko-Pomorska Niebieska Linia – Telefon dla Osób Doznających Przemocy Domowej,"ul. M. Skłodowskiej-Curie 73, 87-100 Toruń",Geocoding failed
175,"Biuro Wsparcia Rodziny, Przeciwdziałania Przemocy i Uzależnieniom Urzędu Marszałkowskiego w Toruniu","ul. M. Skłodowskiej-Curie 73, 87-100 Toruń",Service not available
179,Miejsko-Gminny Ośrodek Pomocy Społecznej w Obornikach Śląskich,"ul. Trzebnicka 1b
55-120 Oborniki Śląskie","value too long for type character varying(100)
"
181,Miejski Ośrodek Pomocy Społecznej w Głogowie,"ul. Gen. Wł. Sikorskiego 4, 67-200 Głogów",Service not available
182,Centrum Usług Społecznych w Głogowie,"ul. Generała Wł. Sikorskiego 4, 67-200 Głogów",Geocoding failed
185,Gminny Ośrodek Pomocy Społecznej w Legnickim Polu,"pl. H. Pobożnego 6, 59-241 Legnickie Pole",Geocoding failed
189,Ośrodek Pomocy Społecznej w Bystrzycy Kłodzkiej,"ul. 1 Maja 1, 57-500 Bystrzyca Kłodzka","value too long for type character varying(100)
"
193,Powiatowe Centrum Pomocy Rodzinie w Lubaniu (Ośrodek Interwencji Kryzysowej w Smolniku),"PCPR ul. Przemysłowa 4, 59-800 Lubań                      OIK Smolnik 22, 59-820 Leśna",Geocoding failed
195,Urząd Gminy Żukowice/Gminna komisja rozwiązywania problemów alkoholowych,"Żukowice 148, 67-231 Żukowice",Service not available
197,Urząd Miejski w Bielawie,"Plac Wolności 1, 58-260 Bielawa",Service not available
207,Powiatowe Centrum Pomocy Rodzinie w Kamiennej Górze,"ul. H. Sienkiewicza 6A, 58-400 Kamienna Góra",Geocoding failed
217,Gminny Ośrodek Pomocy Społecznej w Rui,"Ruja 23, 59 - 243 Ruja",Service not available
218,Powiatowe Centrum Pomocy Rodzinie w Oławie,"ul. Kutrowskiego 31A, 55-200 Oława",Service not available
220,Gminny Ośrodek Pomocy Społecznej w Przewornie,"ul. Kolejowa 4A, 57-130 Przeworno",Service timed out
221,Gminny Ośrodek Pomocy Społecznej w Chojnowie,"ul. Fabryczna 1, 59-225 Chojnów",Service not available
222,Powiatowe Centrum Pomocy Rodzinie w Kłodzku/ Ośrodek Interwencji Kryzysowej,"adres tymczasowy OIK ul. Okrzei 7, 57-300 Kłodzko
PCPR ul. Kościuszki 2, 57-300 Kłodzko",Geocoding failed
231,Urząd Miasta i Gminy Jelcz-Laskowice,"ul. Witosa 24, 55-220 Jelcz-Laskowice","value too long for type character varying(100)
"
235,Miejski Ośrodek Pomocy Społecznej w Lubinie,"ul.Kilińskiego 25a, 59-300 Lubin",Geocoding failed
238,Gminny Ośrodek Pomocy Społecznej w Starych Bogaczowicach,"ul. Główna 132, 58-312 Stare Bogaczowice",Service not available
240,Bogatyński Ośrodek Pomocy Społecznej i Wsparcia Rodziny w Bogatyni,"ul. Żołnierzy II AWP 14, 59-920 Bogatynia",Geocoding failed
244,Urząd Gminy Pęcław,"Pęcław 28, 67-221 Białołęka",Geocoding failed
254,Powiatowe Centrum Pomocy Rodzinie w Polkowicach,ul. św. Sebastiana 1A; 59-100 Polkowice,Service not available
257,Gminny Ośrodek Pomocy Społecznej w Kondratowicach,"ul. Nowa 1, 57-150 Prusy",Geocoding failed
261,Gminny Ośrodek Pomocy Społecznej w Żmigrodzie,"Plac Wojska Polskiego 5, 55 -140 Żmigród","value too long for type character varying(100)
"
263,Miejski Ośrodek Pomocy Społecznej we Wrocławiu,"ul. Strzegomska 6, 53-611 Wrocław",Service not available
271,Gminny Ośrodek Pomocy Społecznej w Dziadowej Kłodzie,"ul. Słoneczna 7c
56-504 Dziadowa Kłoda",Service not available
272,Ośrodek Pomocy Społecznej w Ciepłowodach,pl. Adama Mickiewicza 2 57-211 Ciepłowody,Service not available
273,Urząd Miejski w Trzebnicy,"pl. Marszałka J. Piłsudskiego 1, 55-100 Trzebnica",Geocoding failed
274,Miejski Ośrodek Pomocy Społecznej w Zgorzelcu,"ul. Traugutta 78A, 59-900 Zgorzelec",Service not available
275,Gminny Ośrodek Pomocy Społecznej w Cieszkowie,"ul. Gen. Wł. Sikorskiego 45, 56-330 Cieszków",Geocoding failed
276,Gminny Ośrodek Pomocy Społecznej w Żukowicach z siedzibą w Nielubi,"Nielubia 51a, 67-231 Nielubia",Geocoding failed
278,Miejski Ośrodek Pomocy Społecznej w Piechowicach,"ul. Boczna 15 (budynek ZUK), 58-573 Piechowice",Geocoding failed
279,Ośrodek Pomocy Społecznej w Dzierżoniowie,"ul. Szkolna 24, 58-200 Dzierżoniów",Service not available
283,Gminny Ośrodek Pomocy Społecznej w Kątach Wrocławskich,"ul. Nowowiejska 4, 55 - 080 Kąty Wrocławskie",Service not available
289,Urząd Miejski w Ząbkowicach Śląskich,"ul. 1 Maja 15, 57-200 Ząbkowice Śląskie",Service not available
290,Urząd Gminy Radków (Punkt konsultacyjno - terapeutyczny),"Rynek 1, 57-420 Radków Kłodzki",Service not available
294,Ośrodek Pomocy Społecznej w Strzegomiu,"Armii Krajowej 23, 58-150 Strzegom",Service timed out
299,Centrum Usług Społecznych w Goleniowie (Zespół Interdyscyplinarny ds. Przeciwdziałania Przemocy Domowej),"ul. Pocztowa 13, 72-100 Goleniów",Service timed out
300,Miejski Ośrodek Pomocy Społecznej w Wojcieszowie,"ul.Bolesława Chrobrego 105, 59-550 Wojcieszów",Geocoding failed
302,Centrum Uslug Społecznych w Pieszycach,"ul. M. Kopernika 124, 58-250 Pieszyce",Geocoding failed
310,Miejsko Gminny Ośrodek Pomocy Społecznej we Wleniu,"ul. Tadeusza Kościuszki 26, 59-610 Wleń",Service not available
311,Gminny Ośrodek Pomocy Społecznej w Pęcławiu z siedzibą w Wietszycach,"Wietszyce 46, 67-221 Białołęka",Service not available
312,Gminny Ośrodek Pomocy Społecznej w Czernicy,"ul. Wrocławska 78, 55-003 Czernica",Service timed out
316,Gminny Ośrodek Pomocy Społecznej w Świdnicy,"ul. B.Głowackiego 4, 58-100 Świdnica",Geocoding failed
323,Powiatowe Centrum Pomocy Rodzinie w Wałbrzychu (Gminny Ośrodek Interwencji Kryzysowej),"PCPR Al. Wyzwolenia 20-24, 58-300 Wałbrzych                                                                        Ośrodek Interwencji Kryzysowej
  ul. Beethovena 24a, 58-300 Wałbrzych",Service not available
324,Gminny Ośrodek Pomocy Społecznej w Mściwojowie,"Mściwojów 54, 59-407 Mściwojów",Service timed out
327,Gminny Ośrodek Pomocy Społecznej w Gaworzycach,"ul. Okrężna 85, 59-180 Gaworzyce",Service not available
328,Miejsko Gminny Ośrodek Pomocy Społecznej w Nowogrodźcu,"ul. A. Asnyka 53, 59-730 Nowogrodziec",Geocoding failed
332,"Urząd Miejski Wrocławia (Departament Spraw Społecznych
 Wydział Zdrowia i Spraw Społecznych)","ul. G. Zapolskiej 4, 50-032 Wrocław",Service not available
334,Urząd Miasta i Gminy w Niemczy,"ul. Rynek 10, 58-230 Niemcza",Service not available
335,Miejskie Centrum Wspierania Rodziny w Głogowie,"ul. Folwarczna 7, 67-200 Głogów",Service not available
337,Urząd Miasta w Kudowie-Zdroju,"ul.Zdrojowa 24, 57-350 Kudowa-Zdrój",Geocoding failed
338,Powiatowe Centrum Pomocy Rodzinie w Miliczu,"ul. Trzebnicka 4B, 56-300 Milicz",Service not available
341,Gminny Ośrodek Pomocy Społecznej w Wiązowie,"ul. Daszyńskiego 35, 57-120 Wiązów","value too long for type character varying(100)
"
347,Starostwo Powiatowe w Złotoryi,"pl. Niepodległości 8, 59-500 Złotoryja",Service not available
352,Urząd Gminy Grębocice,"ul. Głogowska 3,, 59-150 Grębocice",Service not available
358,Urząd Gminy Dobroszyce,"Rynek 16, 56-410 Dobroszyce",Service not available
359,Urząd Miejski w Oławie,"Pl. Zamkowy 15, 55-200 Oława",Service not available
361,Ośrodek Pomocy Społecznej w Kłodzku,"ul. Stefana Okrzei 8, 57-300 Kłodzko",Service not available
363,Urząd Miasta i Gminy w Twardogórze,"ul. Ratuszowa 14, 56-416 Twardogóra",Service timed out
364,Urząd Miejski w Chojnowie,"pl. Zamkowy 1, 59-225 Chojnów",Service not available
366,"Ośrodek Pomocy Społecznej w Polkowicach (Zespół Interdyscyplinarny ds. Przeciwdziałania Przemocy Domowej, Punkt konsultacyjny dla osób z problemem alkoholowych i ich rodzin oraz osób z zaburzeniami adaptacyjnymi, Punkt konsultacyjny prowadzony przez doradcę rodziny)","ul. Lipowa 2, 59-100 Polkowice","value too long for type character varying(255)
"
369,Gminny Ośrodek Pomocy Społecznej w Warcie Bolesławieckiej,"Warta Bolesławiecka 40c,
59-720 Warta Bolesławiecka",Service not available
370,Miejski Ośrodek Pomocy Społecznej w Jeleniej Górze,"al. Jana Pawła II nr 7, 58-506 Jelenia Góra","value too long for type character varying(100)
"
374,Gminny Ośrodek Pomocy Społecznej w Łagiewnikach,"ul. Sportowa 9, 58-210 Łagiewniki","value too long for type character varying(100)
"
376,Gminny Ośrodek Pomocy Społecznej w Strzelinie,"ul. Ząbkowicka 11, 57-100 Strzelin",Service not available
378,Miejsko - Gminny Ośrodek Pomocy Społecznej w Leśnej,"ul. Orzeszkowej 11B (II piętro), 59-820 Leśna (tymczasowa zmiana adresu)",Geocoding failed
379,Urząd Gminy Miłkowice,"ul. Wojska Polskiego 71, 59-222 Miłkowice",Service not available
390,Urząd Gminy Chrzanów,"Chrzanów Trzeci 112
23-305 Chrzanów",Service not available
391,"Gminny Ośrodek Pomocy Społecznej w Nieliszu
","Krzak 91, 22-413 Nielisz",Service not available
405,Ośrodek Pomocy Społecznej w Wierzbicy,"Wierzbica-Osiedle ul. Włodawska 5
 22-150 Wierzbica",Geocoding failed
408,Urząd Gminy Jabłonna Majątek,"Jabłonna-Majątek 22
23-114 Jabłonna-Majątek",Geocoding failed
410,Urząd Gminy Łabunie,"ul. Zamojska 50
22-437 Łabunie",Service not available
413,Urząd Gminy Radecznica,"ul. B. Prusa 21
22-463 Radecznica",Geocoding failed
416,Ośrodek Pomocy Społecznej w Bychawie,"ul. M. J. Piłsudskiego 22
23-100 Bychawa",Geocoding failed
430,Miejski Ośrodek Pomocy Społecznej w Tomaszowie Lubelskim,"ul. Papieża Jana Pawła II 12
 22 – 600 Tomaszów Lubelski",Geocoding failed
435,Gminny Ośrodek Pomocy Społecznej w Rokitnie,21-504 Rokitno 39A,Service not available
437,Gminny Ośrodek Pomocy Społecznej w Stoczku Łukowskim,"1-go Maja 12A,
21-450 Stoczek Łukowski",Geocoding failed
438,Urząd Gminy Stary Zamość,"Stary Zamość 6
22-417 Stary Zamość",Service timed out
445,Gminny Ośrodek Pomocy Społecznej w Serokomli,"ul. Warszawska 21
 21-413 Serokomla",Service timed out
452,Powiatowe Centrum Pomocy Rodzinie w Puławach,"al. Królewska 3
24-100 Puławy",Service not available
455,Gminny Ośrodek Pomocy Społecznej w Ułężu,08-504 Ułęż 168,Geocoding failed
461,Urząd Gminy Stanin,21-421 Stanin 62,Geocoding failed
462,Powiatowe Centrum Pomocy Rodzinie w Łęcznej,"ul. Staszica 9
21-010 Łęczna",Service not available
467,Urząd Miasta Puławy,"ul. Lubelska 5 
24-100 Puławy",Service not available
472, Ośrodek Pomocy Społecznej w Sosnowicy,"ul. Spokojna 10
 21-230 Sosnowica",Service not available
474,Urząd Miejski Rejowiec,"ul. Wiktoryna Zaleskiego 1
22-360 Rejowiec",Service timed out
479,Ośrodek Pomocy Społecznej w Wilkołazie,"Wilkołaz Pierwszy 9
23-212 Wilkołaz",Service not available
480,Gminny Ośrodek Pomocy Społecznej w Kraśniku,"ul. Kościuszki 24
23-200 Kraśnik",Service not available
481,Ośrodek Pomocy Społecznej w Sernikach,21-107 Serniki 1A,Geocoding failed
482,Ośrodek Pomocy Społecznej w Ostrówku,"Ostrówek- Kolonia 24
21-102 Ostrówek",Service not available
483,Ośrodek Pomocy Społecznej w Ostrówku,"Ostrówek- Kolonia 24
21-102 Ostrówek",Service not available
484,Ośrodek Pomocy Społecznej w Łęcznej,"Ludwin-Kolonia 24
21 - 075 Ludwin",Service not available
490,Ośrodek Pomocy Społecznej w Niedźwiadej,Niedźwiada Kolonia 42A 21-104 Niedźwiada,Service timed out
492,Starostwo Powiatowe w Tomaszowie Lubelskim,"ul. Lwowska 68
22-600 Tomaszów Lubelski",Service not available
497,Urząd Gminy Hańsk,"ul.Osiedlowa 4
22-235 Hańsk",Service timed out
501,Ośrodek Pomocy Społecznej w Trzydniku Dużym,"Trzydnik Duży 59A, 23-230 Trzydnik Duży",Service not available
509, Ośrodek Pomocy Społecznej w Milejowie,"ul. Partyzancka 13
 21-020 Milejów",Service not available
513,Gminny Ośrodek Pomocy Społecznej w Ulaniu-Majoracie,21-307 Ulan-Majorat 57,Geocoding failed
515,Gminny Ośrodek Pomocy Społecznej w Łomazach,"pl. Jagielloński 27
21-532 Łomazy",Service not available
517,Ośrodek Pomocy Społecznej w Łaszczowie,"ul. Chopina14
22-650 Łaszczów",Geocoding failed
518,Gminny Ośrodek Pomocy Społecznej w Bełżcu,"ul. Lwowska 36C
  22-670 Bełżec",Service timed out
519,Gminny Ośrodek Pomocy Społecznej w Horodle,"ul. Piłsudskiego 51
 22-523 Horodło",Service not available
525,Miejsko-Gminny Ośrodek Pomocy Społecznej we Włodawie,"al.  J. Piłsudskiego 41
 22-200 Włodawa",Geocoding failed
527,"Starostwo Powiatowe w Świdniku
","ul. Niepodległości 13, 21-040 Świdnik",Service not available
540,Urząd Miasta Terespol,"ul. Czerwonego Krzyża 26
21-550 Terespol",Service not available
550,Starostwo Powiatowe w Chełmie,"pl. Niepodległości 1 
22-100 Chełm",Service timed out
553,Urząd Gminy Wola Mysłowska,21-426 Wola Mysłowska 57,Geocoding failed
557,Urząd Gminy Biłgoraj,ul. T. Kościuszki 88 23 - 400 Biłgoraj,Geocoding failed
558,Gminny Ośrodek Pomocy Społecznej w Nowodworze,08-503 Nowodwór 67,Geocoding failed
559,"Urząd Gminy Stary Brus
","Stary Brus 47a, 22-244 Stary Brus",Service not available
564,Urząd Gminy Wilkołaz,"ul. Wilkołaz Pierwszy 9
23-212 Wilkołaz",Service timed out
568,Gminny Ośrodek Pomocy Społecznej w Radzyniu Podlaskim,"ul. Warszawska 32
21-300 Radzyń Podlaski",Service not available
569,Urząd Gminy Bełżec,"ul. Lwowska 5
 22-670 Bełżec",Service not available
570,Urząd Gminy Hanna,"ul. Rynek 2/1
 22-220 Hanna",Service timed out
571,Gminny Ośrodek Pomocy Społecznej w Komarowie-Osadzie,"ul. Rynek 15
22-435 Komarów-Osada",Service not available
583,Urząd Miasta Świdnik,"ul. Stanisława Wyspiańskiego 27
21-040 Świdnik",Service not available
584,Ośrodek Pomocy Społecznej w Konopnicy,"Kozubszczyzna 127b
21-030 Motycz",Service not available
589,Gminny Ośrodek Pomocy Społecznej we Włodawie,"al. J. Piłsudskiego 66 
22-200 Włodawa",Geocoding failed
590,Gminny Ośrodek Pomocy Społecznej w Dębowej Kłodzie,21-211 Dębowa Kłoda 116A,Geocoding failed
592,Ośrodek Pomocy Społecznej w Annopolu,"ul. Leśna 2
 23-235 Annopol",Service not available
607,Gminny Ośrodek Pomocy Społecznej w Lubiszynie,"ul. Dworcowa 30 F, 66-433 Lubiszyn",Service timed out
619,Ośrodek Pomocy Społecznej w Siedlisku,"ul. Plac Zamkowy 6, 67-112 Siedlisko",Service not available
622,Miejsko-Gminny Ośrodek Pomocy Społecznej w Strzelcach Krajeńskich,"Aleja Piastów 13, 66-500 Strzelce Krajeńskie",Service not available
623,Ośrodek Pomocy Społecznej w Nowym Miasteczku,"ul. 22-go Lipca 18
67-124 Nowe Miasteczko",Geocoding failed
629,Ośrodek Pomocy Społecznej w Skąpem,66-213 Skąpe 49,Geocoding failed
630,Powiatowe Centrum Pomocy Rodzinie w Żarach,"ul. Artylerzystów 6, 68-200 Żary",Service not available
631,Powiatowe Centrum Pomocy Rodzinie w Zielonej Górze,"ul. Podgórna 5, 65-057 Zielona Góra",Service not available
632,Urząd Gminy w Bogdańcu,"ul. Mickiewicza 45, 66-450 Bogdaniec",Service not available
638,Urząd Miejski w Nowej Soli/Punkt Konsultacyjny dla ofiar przemocy w rodzinie,"ul. M. J. Piłsudskiego 12, 67-100 Nowa Sól",Service timed out
640,Ośrodek Pomocy Społecznej w Sulechowie,ul. Jana Pawła II-go 52 66-100 Sulechów,Service timed out
642,Ośrodek Pomocy Społecznej w Bytnicy,"Bytnica 130, 66-630 Bytnica",Service timed out
654,Ośrodek Pomocy Społecznej w Trzebielu,"ul. Żarska 41, 68-212 Trzebiel",Service not available
655,Ośrodek Pomocy Społecznej w Starym Kurowie,"ul. Kościuszki 77/4, 66-540 Stare Kurowo",Service not available
657,Ośrodek Pomocy Społecznej w Babimoście,"ul. M.J. Piłsudskiego 2, 66-110 Babimost",Geocoding failed
660,Ośrodek Pomocy Społecznej w Czerwieńsku,"ul. marsz. Józefa Piłsudskiego 4, 66-016 Czerwieńsk",Geocoding failed
661,Ośrodek Pomocy Społecznej w Sulęcinie,"ul. E. Plater 14, 69 - 200 Sulęcin",Service timed out
664,Ośrodek Pomocy Społecznej w Tuplicach,"ul.Parkowa 17, 68-219 Tuplice",Geocoding failed
670,Gminny Zespół Interdyscyplinarny Zbąszynek,"ul.Kosieczyńska 4, 66-210 Zbąszynek",Geocoding failed
675,Ośrodek Pomocy Społecznej w Deszcznie,"ul. Strażacka 5, 66-446 Deszczno",Service not available
677,Miejsko-Gminny Ośrodek Pomocy Społecznej w Jasieniu,"ul. XX-lecia 20, 68-320 Jasień",Service not available
684,"Ośrodek Interwencji Kryzysowej ,,WYSPA’’ w Gubinie","ul. Pułaskiego 1, 66-620 Gubin",Service not available
685,Ośrodek Interwencji Kryzysowej w Zielonej Górze,"Stowarzyszenie Twoja Rodzina, Aleja Wojska Polskiego 116g, 65-762 Zielona Góra",Geocoding failed
687,Powiatowe Centrum Pomocy Rodzinie w Krośnie Odrzańskim,"ul. Piastów 10 B, 66-600 Krosno Odrzańskie",Service not available
692,Starostwo Powiatowe w Sulęcinie,"ul. Lipowa 18a, 69-200 Sulęcin",Service timed out
694,Poradnia Psychologiczno-Pedagogiczna we Wschowej,"ul. Zacisze 1, 67-400 Wschowa",Service not available
698,Gminny Ośrodek Pomocy Społecznej w Słońsku,"ul. Sikorskiego 10, 66-436 Słońsk",Service timed out
702,Gorzowskie Centrum Pomocy Rodzinie w Gorzowie Wielkopolskim,"ul. Walczaka 42, blok nr 2
66-400 Gorzów Wielkopolski",Geocoding failed
716,Urząd Gminy Jasionówka,"ul. Rynek 19
19-122 Jasionówka",Service not available
718,Gminny Ośrodek Pomocy Społecznej w Korycinie,"ul. Knyszyńska 2a
 16-140 Korycin",Service not available
720,Gminny Ośrodek Pomocy Społecznej w Dziadkowicach,17-306 Dziadkowice 13,Geocoding failed
722,Ośrodek Pomocy Społecznej w Perlejewie,17-322 Perlejewo 14,Service not available
724,Urząd Miasta Tykocin,"u. 11 listopada 8
16-080 Tykocin",Geocoding failed
725,Urząd Gminy Kuźnica,"pl. 1000-lecia Państwa Polskiego 1
16-123 Kuźnica",Service not available
727,Gminny Ośrodek Pomocy Społecznej w Wysokiem Mazowieckim,"ul. Mickiewicza 1A
18-200 Wysokie Mazowieckie",Service timed out
729,Urząd Miasta Ciechanowiec,"ul. Mickiewicza 1
18-230 Ciechanowiecc",Geocoding failed
732,Urząd Gminy Sejny,"ul. Grodzieńskiego 1
16-100 Sejny",Geocoding failed
734,Gminny Ośrodek Pomocy Społecznej w Jaświłach,19-124 Jaświły 7,Geocoding failed
738,Gminny Ośrodek Pomocy Społecznej w Trzciannej,"ul. Wojska Polskiego 11/2
19-104 Trzcianne",Service not available
746,Gminny Ośrodek Pomocy Społecznej w Augustowie,"ul.Mazurska 1C
16-300 Augustów",Geocoding failed
