index,name,address,reason
1537,Specjalistyczny Ośrodek Wsparcia dla Ofiar Przemocy w Rodzinie SOS  w Lesku,"al. Jana Pawła 18
38-600 Lesko",Service not available
1538,Samodzielny Publiczny Gminny Zakład Opieki Zdrowotnej w Jedliczu,"ulica Traugutta 3
 38-460 Jedlicze",Geocoding failed
1539,Gminny Ośrodek Pomocy Społecznej w Jedliczu,"ul. Rynek 5
 38-460 Jedlicze",Service not available
1541,Miejski Ośrodek Pomocy Społecznej w Dukli,"ul. Kościuszki 9
38-450 Dukla",Service not available
1544,Gminny Ośrodek Pomocy Społecznej w Wojaszówce,38-471 Wojaszówka 115,Geocoding failed
1545,Urząd Gminy Wojaszówka,38-471 Wojaszówka 115,Geocoding failed
1547,Gminny Ośrodek Pomocy Społecznej w Jaśliskach,38-485 Jaśliska 171,Geocoding failed
1548,Urząd Gminy Iwonicz Zdrój,"al. Słoneczna 28
 38-440 Iwonicz-Zdrój",Service not available
1559,Gminny Ośrodek Pomocy Społecznej w Brzyskach,38-212  Brzyska 11A,Geocoding failed
1562,Urząd Gminy Krempna,38-232 Krempna 85,Geocoding failed
1567,Gminny Ośrodek Pomocy Społecznej w Wiązownicy,37-522 Wiązownica 15,Geocoding failed
1570,Urząd Gminy Laszki,37-543 Laszki 36,Geocoding failed
1571,Gminny Ośrodek Pomocy Społecznej w Rokietnicy,37-562 Rokietnica 682,Geocoding failed
1572,Urząd Miasta Jarosław,"Rynek 1,
37-500 Jarosław",Service timed out
1574,Urząd Gminy Jarosław,"ul.Piekarska 5
37-500 Jarosław",Geocoding failed
1578,Gminny Ośrodek Pomocy Społecznej w Jodłowej,39-225 Jodłowa 1A,Geocoding failed
1580,Gminny Ośrodek Pomocy Społecznej w Żyrakowie,39-204 Żyraków 137,Service timed out
1583,Gminny Ośrodek Pomocy Społecznej w Dydni,36-204 Dydnia 225,Service not available
1588,Urząd Gminy Czarna,38-710 Czarna Górna 74,Geocoding failed
1589,Starostwo Powiatowe w Ustrzykach Dolnych,"ul Bełska 22
 38-700 Ustrzyki Dolne",Geocoding failed
1593,Gminny Ośrodek Pomocy Społecznej,"ul.Gminna 1
34-371 Ujsoły",Geocoding failed
1595,Gmina Rajcza/Gminny Ośrodek Pomocy Społecznej,"ul. Górska 1
34-370 Rajcza",Service not available
1601,Gminny Ośrodek Pomocy Społecznej,"Las, ul. Zakopiańska 59
34-323 Ślemień",Service timed out
1602,Gminny Ośrodek Pomocy Społecznej,34-332 Koszarawa 17,Service timed out
1636,Gminny Zespół Interdyscyplinarny ds. Przeciwdziałania Przemocy Domowej,"ul. 3 Maja 36B
 44-230 Czerwionka-Leszczyny

ul. Wolności 2A
44-230 Czerwionka-Leszczyny",Geocoding failed
1638,Urząd Miasta,"pl. Jana Pawła II
41-709 Ruda Śląska",Service not available
1645,Miejski Ośrodek Pomocy Społecznej,"ul. Jagodowa15
47-420 Kuźnia Raciborska",Service not available
1646,Ośrodek Pomocy Społecznej ,"ul. Zamkowa 50
47 - 451 Tworków",Service not available
1657,Gminny Ośrodek Pomocy Społecznej,"ul. Żabik 9/6 i 9
43-178 Ornontowice",Geocoding failed
1659,Centrum Usług Społecznych,"ul. kard. Wyszyńskiego 8 
43-173 Łaziska Górne
ul. Energetyków 5
43-170 Łaziska Górne",Geocoding failed
1669,Urząd Gminy,"Zawady, ul.Częstochowska 6
 42-110 Popów",Geocoding failed
1670,Gminny Ośrodek Pomocy Społecznej,"Zawady, ul. Częstochowska 6
 42-110 Popów",Geocoding failed
1674,Miejsko-Gminny Ośrodek Pomocy Społecznej,"ul.Częstochowska 13
42-160 Krzepice",Service not available
1681,Urząd Miejski,"ul. Grunwaldzka 33
43-600 Jaworzno",Service not available
1686,Miejski Ośrodek Pomocy Społecznej,"ul. ks. A. Koziełka 2
44-190 Knurów",Geocoding failed
1689,Urząd Gminy,"ul. Gliwicka 26
44-160 Rudziniec",Service not available
1702,Ośrodek Pomocy Społecznej,"ul. Wolności 126
42-242 Rędziny",Service not available
1704,Urząd Gminy,"Plac Kościuszki 31
 42-265 Dąbrowa Zielona",Service not available
1705,Urząd Gminy,"ul. Gminna 14
42-244 Mstów",Service not available
1709,Gminny Ośrodek Pomocy Społecznej,"ul. Główna 37
 43-419 Hażlach",Service not available
1710,Gminny Ośrodek Pomocy Społecznej,"ul. Katowicka 3
43-426 Dębowiec",Service not available
1716,Ośrodek Interwencji Kryzysowej działający przy MOPR,"ul Wrocławska 46
 41-902 Bytom",Geocoding failed
1719,Urząd Miasta,"ul.Imielińska 81
41-407 Imielin",Service timed out
1720,Miejski Ośrodek Pomocy Społecznej,"ulica Karola Miarki 11
43-300 Bielsko-Biała",Geocoding failed
1724,Urząd Gminy,"ul. Zdrojowa 82
 43-384 Jaworze",Service not available
1728,Ośrodek Pomocy Społecznej,"ul. Wolności 46A
42-460 Mierzęcice",Service not available
1733,Urząd Gminy,"ul. Gminna 8
 42-583 Bobrowniki",Service not available
1736,"Punkt Interwencji Kryzysowej
prowadzony na zlecenie Powiatu Cieszyńskiego przez Stowarzyszenie PrzystańMy","ul. Bielska 92
43-400 Cieszyn",Service not available
1743,Miejski Ośrodek Pomocy Społecznej w Siemianowicach Śląskich,"Szkolna 17, 41-100 Siemianowice Śląskie",Service not available
1748,Urząd Gminy Łodygowice,"Marszałka Józefa Piłsudskiego 75, 34-325 Łodygowice",Geocoding failed
1751,Gminny Ośrodek Pomocy Społecznej w Jeleśni,"Plebańska 5, 34-340 Jeleśnia",Service not available
1752,Gminny Ośrodek Pomocy Społecznej w Lipowej,34-324 Lipowa; 654,Geocoding failed
1756,Powiatowe Centrum Pomocy Rodzinie w Tarnowskich Górach,"H.Sienkiewicza 16, 42-600 Tarnowskie Góry",Geocoding failed
1758,Miejski Ośrodek Pomocy Społecznej w Miasteczku Śląskim,"Staromiejska 8, 42-610 Miasteczko Śląskie",Service not available
1762,Powiatowe Centrum Pomocy Rodzinie w Raciborzu,"Klasztorna 6, 47-400 Racibórz",Service timed out
1763,Powiatowe Centrum Pomocy Rodzinie w Myszkowie,"Partyzantów 21, 42-300 Myszków",Service not available
1767,Gminny Ośrodek Pomocy Społecznej w Buczkowicach,"Lipowska 730, 43-374 Buczkowice",Service not available
1769,Ośrodek Pomocy Społecznej,27-612 Wilczyce 174,Geocoding failed
1775,Urząd Miasta i Gminy,"pl. Kościuszki 7
 26-020 Chmielnik",Service timed out
1793,Urząd Gminy/GOPS,27-423 Bałtów 32,Geocoding failed
1794,Gminny Ośrodek Pomocy Społecznej,"ul. Zamkowa 1A
26-260 Fałków",Service not available
1795,Gmina/Ośrodek Pomocy Społecznej,27-580 Sadowie 131C,Geocoding failed
1800,Gminny Ośrodek Pomocy Społecznej,28-512 Bejsce 252,Geocoding failed
1801,Ośrodek Pomocy Społecznej Miasta i Gminy,"ul. 11 Listopada 113b // ul. Reymonta 12
28-300 Jędrzejów",Geocoding failed
1809,Gminny Ośrodek Pomocy Społecznej,"Masłów Pierwszy ul. Jana Pawła II 5
26-001 Masłów",Geocoding failed
1816,Centrum Usług Społecznych,"ul. Centralna 9
26-080 Mniów",Service timed out
1819,Ośrodek Pomocy Społecznej,27-670 Łoniów 56,Geocoding failed
1827,Urząd Gminy,"ul. Rynek 2
 27-515 Tarłów",Service not available
1831,Starostwo Powiatowe,"ul. H. Sienkiewicza 17
27-500 Opatów",Geocoding failed
1836,Gminny Ośrodek Pomocy Społecznej,28-142 Tuczępy 15,Service timed out
1840,Gminny Ośrodek Pomocy Społecznej,28-350 Słupia 2A,Service not available
1843,Urząd Gminy,"ul. Ogrodowa 1 
ul. Jana Sienieńskiego 20
26-035 Raków",Service not available
1848,Gminny Ośrodek Pomocy Społecznej w Opatowie,"ul. Tadeusza Kościuszki 27
 42-152 Opatów",Service not available
1853,Miejsko-Gminny Ośrodek Pomocy Społecznej,"pl. M.Skłodowskiej Curie 23
28-530 Skalbmierz",Geocoding failed
1860,Urząd Gminy,27-532 Wojciechowice 50,Geocoding failed
1863,Urząd Gminy,29-130 Moskorzew 42,Geocoding failed
1866,Gminny Ośrodek Pomocy Społecznej w Kijach,"ul.Szkolna 19/1
 28-404 Kije",Service not available
1871,Ośrodek Pomocy Społecznej,27-532 Wojciechowice 50,Service not available
1876,Powiatowe Centrum Pomocy Rodzinie,"ul. T. Kościuszki 12
28-500 Kazimierza Wielka",Geocoding failed
1877,Urząd Gminy,"ul. Partyzantów 17
 26-004 Bieliny",Service timed out
1881,Miejski Ośrodek Pomocy Rodzinie,"ul. Studzienna 2
25–544 Kielce",Service not available
1884,Gminny Ośrodek Pomocy Społecznej w Ełku,"ul. T.Kościuszki 28A 
 19-300 Ełk",Service not available
1889,Gminny Ośrodek Pomocy Społecznej w Dywitach ,"Tuławki 10A
11-001 Tuławki",Geocoding failed
1891, Miejski Ośrodek Pomocy Społecznej ,"ul. Dworcowa 9
14-300 Morąg",Service not available
1894,Urząd Gminy Lubawa,"Fijewo 73
14-260 Fijewo",Service not available
1900,Miejski Ośrodek Pomocy Społecznej,"ul. Olsztyńska 2
 14-100 Ostróda",Service not available
1902,Gminny Ośrodek Pomocy Społecznej ,"ul.Olsztyńska 16A
11-731 Sorkwity",Geocoding failed
1904,Miejsko-Gminny Ośrodek Pomocy Społecznej,"ul. Siekiewicza 2 
14-520 Pieniężno",Geocoding failed
1906,Miejski Ośrodek Pomocy Społecznej,"ul. O.Wł.Włodyki 20A
14-310 Miłakowo",Geocoding failed
1915,Gminny Ośrodek Pomocy Społecznej,"ul. Lipowa 16
19-404 Wieliczki",Service not available
1916,Gminny Ośrodek Pomocy Społecznej,"ul. Krasickiego 1
11-100 Lidzbark Warmiński",Service not available
1918,Urząd Gminy,13-324 Grodziczno 17A,Geocoding failed
1922,Gminny Ośrodek Pomocy Społecznej ,11-008 Świątki 87,Geocoding failed
1924,Urząd Gminy,"ul. Mazurska 11
 19-314 Kalinowo",Service not available
1925,Gminny Ośrodek Pomocy Społecznej,"ul. Olsztyńska 3
11-034 Stawiguda",Service not available
1930,Gminny Ośrodek Pomocy Społecznej ,11-311 Kolno 38,Service not available
1934,Urząd Gminy,"ul. Wyzwolenia 5
13-240 Iłowo-Osada",Service not available
1935,Urząd Gminy,"pl. Rynek 1/1
11-510 Wydminy",Service not available
1944,Miejski Ośrodek Pomocy Społecznej,"ul. Akacjowa 7
11-100 Lidzbark Warmiński",Service not available
1947,Starostwo Powiatowe w Iławie,"ul. gen. W. Andersa 2a
 14-202 Iława",Geocoding failed
1952,Gminny Ośrodek Pomocy Społecznej,"Wielbarska 2
12-114 Rozogi",Service not available
1957, Gminny Ośrodek Pomocy Społecznej,82-325 Markusy 81,Geocoding failed
1959,Urząd Gminy,"ul. Rynek 24
 11-440 Reszel",Service not available
1960,Gminny Ośrodek Pomocy Społecznej,14-521 Lelkowo 15,Geocoding failed
1965,Urząd Gminy,"ul. Częstochowska 8
 14-230 Zalewo",Service not available
1968,Urząd Miejski,"pl. Mickiewicza 25
12-230 Biała Piska",Service not available
1978,Urząd Gminy,"ul. Przasnyska 14
13-113 Janowo",Service not available
1988,Urząd Miejski w Nidzicy,"plac Wolności 1
13-100 Nidzica",Service not available
1998,Powiatowe Centrum Pomocy Rodzinie,"ul. Piaskowa 2
 12-200 Pisz",Service not available
2000,Gminny Ośrodek Pomocy Społecznej,"ul. Kopernika 13 B
 14-1330 Małdyty",Service not available
2002,Urząd Gminy,"ul. Kościuszki 17
 11-220 Górowo Iławeckie",Service not available
2003,Urząd Miejski,"ul. Daszyńskiego 5
14-220 Kisielice",Service not available
2009,Powiatowe Centrum Pomocy Rodzinie,"ul Warszawska 53
 11-700 Mrągowo",Service timed out
2012,Gminny Ośrodek Pomocy Społecznej Grunwald z siedzibą w Gierzwałdzie,14-107 Gierzwałd 7,Geocoding failed
2016,"Miejskie Centrum Interwencji Kryzysowej w Poznaniu (Specjalistyczny Ośrodek Wsparcia i Interwencji Kryzysowej, Punkt Interwencji Kryzysowej w Poznaniu)","SOW ul. Dolne Chyby nr 10, 61-480 Poznań PIK ul. Pamiątkowa nr 28, 61-505 Poznań",Service not available
2017,Miejsko-Gminny Ośrodek Pomocy Społecznej w Kleczewie,"ul. Strażacka 1, 62-540 Kleczew",Service not available
2022,Dom “Pomocna Dłoń” - Ośrodek Interwencji Kryzysowej w Błońsku,"Błońsko 37a, 64-308 Jabłonna",Geocoding failed
2024,Miejski Ośrodek Pomocy Społecznej w Pile,"ul. Kwiatowa 5, 64-920 Piła",Service not available
2028,Powiatowe Centrum Pomocy Rodzinie w Krotoszynie (Ośrodek Interwencji Kryzysowej),"os. Sikorskiego 7 (budynek Żłobka)
 63-700 Krotoszyn",Service not available
2058,Urząd Gminy i Miasta w Rychwale/Centrum Usług Społecznych,"Plac Wolności 16, 62-570 Rychwał (CUS) ul. Sportowa 11, 62-570 Rychwał",Geocoding failed
2071,Urząd Gminy Kołaczkowo,"Plac Reymonta 3, 62-306 Kołaczkowo",Service not available
2074,Centrum Usług Społecznych w Swarzędzu,"ul. Poznańska 25, 62-020 Swarzędz",Service not available
2079,Gminny Ośrodek Pomocy Społecznej w Rzgowie,"ul. Konińska 6 ( I piętro )
Rzgów 62-586",Geocoding failed
2083,Gminny Ośrodek Pomocy Społecznej w Opatówku,"ul. Plac Wolności 18, 62-860 Opatówek","value too long for type character varying(100)
"
2084,Gminny Ośrodek Pomocy Społecznej w Kole (Zespół Interdyscyplinarny),"ul. Toruńska 83, 62-600 Koło",Service not available
2085,Ośrodek Pomocy Społecznej w Śmiglu,"ul. Kościańska 1, 64-030 Śmigiel",Service not available
2095,Ośrodek Pomocy Społecznej w Skokach,"ul. Ciastowicza 11, 62-085 Skoki",Service not available
2100,Ośrodek Pomocy Społecznej w Tarnowie Podgórnym,"ul. Poznańska 94 (budynek C, I piętro), 62-080 Tarnowo Podgórne",Geocoding failed
2106,Urząd Gminy Rakoniewice,"Osiedle Parkowe 1, 62-067 Rakoniewice",Service not available
2107,Powiatowe Centrum Pomocy Rodzinie w Turku (Punkt Interwencji Kryzysowej) ,"ul. Łąkowa 1, 62-700 Turek, pok. nr 5",Geocoding failed
2117,Urząd Miejski Kobylin,"Rynek Marszałka J. Piłsudskiego 1
63-740 Kobylin",Service not available
2120,Gminny Ośrodek Pomocy Społecznej w Zakrzewie,"ul. W. Szczepańskiego 4, 77-424 Zakrzewo",Service not available
2123,Gminny Ośrodek Pomocy Społecznej w Cekowie-Kolonii,"Ceków-Kolonia 51
62-834 Ceków",Service not available
2126,Miejsko-Gminny Ośrodek Pomocy Społecznej w Osiecznej,"ul. Powstańcow Wielkopolskich 6
64-113 Osieczna",Service not available
2127,Urząd Miasta i Gmina Ostroróg,"Wroniecka 14, 64-560 Ostroróg",Service not available
2128,Gminny Ośrodek Pomocy Społecznej w Trzcinicy,"ul. Jana Pawła II 47 A, 63-620 Trzcinica",Service timed out
2131,Gminny Ośrodek Pomocy Społecznej w Połajewie,"ul. Obornicka 6, 64-710 Połajewo",Service not available
2133,Ośrodek Pomocy Społecznej w Kostrzynie,"ul. Braci Drzewieckich 1, 62-025 Kostrzyn",Service timed out
2138,Gminny Ośrodek Pomocy Społecznej w Budzyniu,"ul. Lipowa 1, 64-840 Budzyń",Service not available
2143,Miejsko-Gminny Ośrodek Pomocy Społecznej w Wysokiej,"Pl. Powstańców Wielkopolskich 20 / 21, 89-320 Wysoka",Service timed out
2144,Ośrodek Pomocy Społecznej w Wielichowie,"ul. Pocztowa 16a, 64-050 Wielichowo",Service not available
2155,Miejski Ośrodek Pomocy Społecznej w Golinie,"Kazimierza Wielkiego 10, 62 – 590 Golina",Service not available
2162,Gminny Ośrodek Pomocy Społecznej w Kołaczkowie,"pl. Plac Władysława Reymonta 3
62-306 Kołaczkowo",Service not available
2163,Miejsko-Gminny śsrodek Pomocy Społecznej w Odolanowie,"ul. Gimnazjalna 8c, 63-430 Odolanów",Service not available
2164,Powiatowe Centrum Pomocy Rodzinie w Ostrowie Wielkopolskim,"Aleje Słowackiego 1c
63-400 Ostrów Wielkopolski",Geocoding failed
2168,Ośrodek Pomocy Społecznej w Miejskiej Górce,"ul. Rynek 33, 63-910 Miejska Górka",Service not available
2171,Urząd Gminy Czermin,63-304 Czermin 47,Geocoding failed
2173,Gminny Ośrodek Pomocy Społecznej w Osieku Małym (Zespół Interdyscyplinarny),"ul.Główna 6, 62-613 Osiek Mały",Geocoding failed
2177,Powiatowe Centrum Pomocy Rodzinie w Ostrzeszowie (Powiatowy Ośrodek Interwencji Kryzysowej),"ul. Zamkowa 17, 63-500 Ostrzeszów",Service not available
2178,Urząd Gminy Grzegorzew,"Plac 1000-lecia Państwa Polskiego 1, 62-640 Grzegorzew",Geocoding failed
2179,Powiatowe Centrum Pomocy Rodzinie w Gostyniu (Ośrodek Wsparcia dla Ofiar Przemocy Domowej),"Wrocławska 8/202, 63-800 Gostyń",Service not available
2193,Gminny Ośrodek Pomocy Społecznej w Łęce Opatowskiej,"ul. Akacjowa 4, 63-645 Łęka Opatowska",Service not available
2197,Miejsko-Gminny Ośrodek Pomocy Społecznej w Ostrzeszowie,"ul.Zamkowa 31
63-500 Ostrzeszów",Geocoding failed
2200,Gminny Ośrodek Pomocy Społecznej w Grzegorzewie,"Plac 1000-lecia Państwa Polskiego 6,
62-640 Grzegorzew",Geocoding failed
2207,Miejsko-Gminny Ośrodek Pomocy Społecznej w Grabowie nad Prosną,"ul. Kaliska 22, 63-520 Grabów nad Prosną",Service not available
2211,Urząd Gminy Wierzbinek,"Plac Powstańców Styczniowych 110,                        62-619 Sadlno",Geocoding failed
2223,Urząd Miejski Trzemeszna,"ul. Dąbrowskiego 2, 62-240 Trzemeszno",Service not available
2224,Urząd Gminy Pępowo,"ul. St. Nadstawek 6, 63-830 Pępowo",Geocoding failed
2233,Urząd Miejski Sompolno,"ul. 11 Listopada 15, 62-610 Sompolno",Service not available
2234,Urząd Gminy Wilczyn,"ul. Strzelińska 12D, 62-550 Wilczyn",Service not available
2235,Urząd Gminy Osieczna,"ul. Powstańców Wlkp. 6, 64-113 Osieczna",Service not available
2241,Urząd Miasta i Gminy Gołańcz,"ul. dra Piotra Kowalika 2, 62-130 Gołańcz",Service not available
2244,Punkt Konsultacyjny Gminnej Komisji Rozwiązywania Problemów Alkoholowych w Gminie Drawsko,"Ośrodek Promocji Zdrowia, ul. Powstańców Wlkp. 121C (budynek świetlicy wiejskiej)",Geocoding failed
2245,Starostwo Powiatowe w Czarnkowie,"ul. Rybaki 3, 64-700 Czarnków",Service timed out
2247,Krotoszyńskie Centrum Usług Społecznych,"ul.Kobylińska 10a, 63-700 Krotoszyn",Geocoding failed
2250,Gminny Ośrodek Pomocy Społecznej w Kościelcu (Zespół Interdyscyplinarny),"ul. Turecka 7/3, 62 - 604 Kościelec",Service not available
2266,Gminny Ośrodek Pomocy Społecznej w Brudzewie,"ul. Turkowska 29
62 - 720 Brudzew",Service not available
2268,Gminny Ośrodek Pomocy Społecznej w Rozdrażewie,"ul . Krotoszyńska 9, 63 - 708 Rozdrażew",Geocoding failed
2270,Gminny Ośrodek Pomocy Społecznej w Kotlinie,"ul. Poznańska 22, 63-220 Kotlin",Service timed out
2277,Powiatowe Centrum Pomocy Rodzinie w Pleszewie (Ośrodek Interwencji Kryzysowej),"ul. Wyspiańskiego 6, 63-300 Pleszew",Service not available
2278,Miejski Ośrodek Pomocy Społecznej w Sulmierzycach,"ul. Rynek 12, 63-750 Sulmierzyce",Service not available
2281,Gminny Ośrodek Pomocy Społecznej w Dobrzycy,"ul. Rynek 15, 63 - 330 Dobrzyca",Service not available
2285,Urząd Gminy Mycielin z/s w Słuszkowie (Punkt Konsultacyjny),"Słuszków 27, 62 - 831 Korzeniew",Service not available
2286,Miejski Ośrodek Pomocy Społecznej w Dąbiu,"ul. Kardynała Stefana Wyszyńskiego 5/1, 62-660 Dąbie",Service not available
2289,Centrum Usług Społecznych w Śremie,"ul. Stefana Grota Roweckiego 31
63-100 Śrem",Service not available
2290,Ośrodek Pomocy Społecznej w Zaniemyślu z siedzibą w Łęknie,"ul. Poznańska 12B, 63-020 Łękno",Service not available
2294,Gminny Ośrodek Pomocy Społecznej w Wierzbinku,"Plac Powstańców Styczniowych 110
62-619 Sadlno",Geocoding failed
2302,Gminny Ośrodek Pomocy Społecznej w Wejherowie,"Osiedle Przyjaźni 6, 84-200 Wejherowo",Service not available
2303,Powiatowe Centrum Pomocy Rodzinie w Wejherowie,"ul. Sobieskiego 279 A, 84-200 Wejherowo",Service not available
2322,Miejsko-Gminny Ośrodek Pomocy Społecznej w Nowym Dworze Gdańskim,"ul. Plac Wolości 26, 82-100 Nowy Dwór Gdański",Geocoding failed
2328,Ośrodek Pomocy Społecznej w Starej Kiszewie,"ul. Ogrodowa 1, Stara Kiszewa 83-430",Service not available
2335,Gminny Ośrodek Pomocy Społecznej w Konarzynach,"ul. Szkolna 7, 89-607 Konarzyny",Service not available
2340,Gminny Ośrodek Pomocy Społecznej w Choczewie,"ul. Kusocińskiego 5, 84-210 Choczewo",Service not available
2342,Miejski Ośrodek Pomocy Społecznej w Wejherowie,"ul. Kusocińskiego 17, 84-200 Wejherowo",Service not available
2348,Gminny Ośrodek Pomocy Społecznej w Tczewie z siedzibą w Gniszewie,"Gniszewo, ul. Parkowa 7, 83-110 Tczew",Geocoding failed
2349,Miejski Ośrodek Pomocy Społecznej w Tczewie(Zespół Interdyscyplinarny),"ul. 1 Maja 8, 83-110 Tczew ZI ul. Łazienna 5, 83-110 Tczew",Geocoding failed
2353,Urząd Gminy w Starym Dzierzgoniu,"ul. Stary Dzierzgoń 71,
82-450 Stary Dzierzgoń",Service timed out
2356,Urząd Miasta Starogard Gdański                                                     SPZOZ Centrum Zdrowia Psychicznego i Leczenia Uzależnień  w Starogardzie Gdańskim,"ul. Gdańska 6, 83-200 Starogard Gdański      ul. Fryderyka Chopina 9, 83-200 Starogard Gdański",Geocoding failed
2366,Urząd Gminy Smołdzino,"ul. Kościuszki 3, 76-214 Smołdzino",Service timed out
2369,Gminny Ośrodek Pomocy Społecznej w Damnicy,"ul. Górna 8, 76-231 Damnica",Service not available
2378,Miejski Ośrodek Pomocy Społecznej w Krynicy Morskiej,"ul. Górników 15a, 82-120 Krynica Morska",Service not available
2380,Gminny Ośrodek Pomocy Społecznej w Sztutowie,"ul. Gdańska 55, 82-110 Sztutowo",Service not available
2383,Miejski Ośrodek Pomocy Społecznej w Sopocie (Punkt Interwencji Kryzysowej ),"MOPS - ul. Kolejowa 14, 81-835 Sopot PIK - al. Niepodległości 876",Geocoding failed
2393,Miejski Ośrodek Pomocy Społecznej w Lęborku,"ul. Wyszyńskiego 3, 84-300 Lębork",Service timed out
2403,Gminny Ośrodek Pomocy Społecznej w Kwidzynie,"ul. 11-go Listopada 27/4, 82-500 Kwidzyn",Geocoding failed
2406,Powiatowe Centrum Pomocy Rodzinie w Kościerzynie (Punkt Interwencji Kryzysowej),"ul. Krasickiego 4, 83-400 Kościerzyna (PCPR, pokój nr 13)",Geocoding failed
2407,Ośrodek Pomocy Społecznej w Nowej Karczmie,"ul. Gdańska 6, 83-404 Nowa Karczma",Service not available
2412,Gminny Ośrodek Pomocy Społecznej w Żukowie,"ul. Prusa 49, 83-330 Żukowo",Service not available
2415,Gminny Ośrodek Pomocy Społecznej w Pruszczu Gdańskim z siedzibą w Cieplewie,"Cieplewo, Długa 20/A
83-031 Łęgowo",Geocoding failed
2416,Gminny Ośrodek Pomocy Społecznej w Pszczółkach,"ul. Pomorska 18, 83-032 Pszczółki",Service not available
2418,Gminny Ośrodek Pomocy Społecznej w Kowalu,"ul. Piwna 33, 87-820 Kowal",Service not available
2419,Gminny Ośrodek Pomocy Społecznej w Cedrach Wielkich ,"ul. M. Płażyńskiego 16, 83-020 Cedry Wielkie",Service timed out
2441,Gminny Ośrodek Pomocy Społecznej w Kołczygłowach,"ul. Słupska 56, 77-140 Kołczygłowy",Service not available
2447,Gminny Ośrodek Pomocy Społecznej w Drużbicach,97-403 Drużbice 20 B,Geocoding failed
2449,Gminny Ośrodek Pomocy Społecznej w Zdunach,99-440 Zduny 1C,Geocoding failed
2450,Urząd Gminy Maków,"ul. Akacjowa 2A
96-124 Maków",Service timed out
2454,Gminny Ośrodek Pomocy Społecznej w Skierniewicach,"Reymonta 23 
96-100 Skierniewice",Service timed out
2459,Powiatowe Centrum Pomocy Rodzinie w Pabianicach,"ul.Traugutta 6A
 95-200 Pabianice",Geocoding failed
2471,Gminny Ośrodek Pomocy Społecznej w Strzelcach,"ul. Leśna 1
 99-307 Strzelce",Service timed out
2475,Miejski Ośrodek Pomocy Społecznej w Warcie,"ul. kpt. St. Skarżyńskiego 12
98-290 Warta",Service timed out
2476,Gminny Ośrodek Pomocy Społecznej w Pątnowie,98-335 Pątnów 48,Geocoding failed
2480,Urząd Gminy Wróblew,98-285 Wróblew 15,Geocoding failed
2484,Gminny Ośrodek Pomocy Społecznej w Lipcach Reymontowskich,"ul. Reymonta 24
96-127 Lipce Reymontowskie",Service not available
2485,Miejsko-Gminny Ośrodek Pomocy Społecznej w Konstantynowie Łódzkim,"ul. J. Słowackiego 11
95-050 Konstantynów Łódzki",Geocoding failed
